asset,date,raw_hash,series_id,source,unit,value
vnindex,2011-06-21,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,442.7
vnindex,2011-06-22,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,439.6
vnindex,2011-06-23,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,434.8
vnindex,2011-06-24,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,433.4
vnindex,2011-06-27,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,434.3
vnindex,2011-06-28,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,432.3
vnindex,2011-06-29,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,434.6
vnindex,2011-06-30,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,432.5
vnindex,2011-07-01,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,425.3
vnindex,2011-07-04,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,425.4
vnindex,2011-07-05,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,431.0
vnindex,2011-07-06,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,428.3
vnindex,2011-07-07,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,430.0
vnindex,2011-07-08,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,430.3
vnindex,2011-07-11,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,425.1
vnindex,2011-07-12,93ca83f36efa4e6e9b40a74c1402f984f855fa2e70ed2b6edac9bcc303af49b2,VNINDEX,vnstock_vci,index,417.3
